"user_id","payment_month","payment_date","revenue_amount_usd","monthly_mrr","previous_mrr","expansion_mrr","contraction_mrr","is_new_user","is_churned"
QZBiEFECZAgVl5IkN9/cFw==,2022-05-01 00:00:00.000 +0200,2022-05-01,15.21,91.17,0,0,0,1,0
RQBsCvxlogTNUidSygqgcQ==,2022-05-01 00:00:00.000 +0200,2022-05-05,12.18,12.18,0,0,0,1,0
RwtKwrRSrVpyAMRaDyhr8g==,2022-05-01 00:00:00.000 +0200,2022-05-21,24.06,24.06,0,0,0,1,0
s27V1tbCAysovKSY1XcdWQ==,2022-05-01 00:00:00.000 +0200,2022-05-10,12.15,12.15,39.48,0,27.33,0,1
S+4OKFlwA3L8VcjOt8TurA==,2022-05-01 00:00:00.000 +0200,2022-05-23,15.24,15.24,0,0,0,1,0
ShEJVi+TtuQlvdw2uetd/Q==,2022-05-01 00:00:00.000 +0200,2022-05-17,27.87,27.87,131.97,0,104.10,0,0
TWDA+aUZ8OPMHOtz5cPPXA==,2022-05-01 00:00:00.000 +0200,2022-05-24,27.42,27.42,62.58,0,35.16,0,0
Uen3Ap0lnrgWVWJtFCSo7g==,2022-05-01 00:00:00.000 +0200,2022-05-08,18.81,47.88,20.79,27.09,0,0,0
UNcp1RmIObUiGNqLDHjNVw==,2022-05-01 00:00:00.000 +0200,2022-05-05,13.83,28.35,0,0,0,1,1
urYfKANRgMuaQO9lQnBgnQ==,2022-05-01 00:00:00.000 +0200,2022-05-17,12.66,12.66,0,0,0,1,0
V7J42heW8l19wiBJ8UpRyw==,2022-05-01 00:00:00.000 +0200,2022-05-10,19.41,42.72,36.84,5.88,0,0,0
W6fRYNhsTNHQkvkoFEUaVQ==,2022-05-01 00:00:00.000 +0200,2022-05-06,25.83,95.91,57.72,38.19,0,0,0
WDsSR+yQGqoMMBfCxqkZlw==,2022-05-01 00:00:00.000 +0200,2022-05-08,29.91,49.05,0,0,0,1,0
wDXJbTe2RLmAMKsPm5zZDg==,2022-05-01 00:00:00.000 +0200,2022-05-07,15.9,74.01,0,0,0,1,0
Wi8qtp9drPDZD0laCPi2Ng==,2022-05-01 00:00:00.000 +0200,2022-05-12,12.99,12.99,0,0,0,1,0
wjWDL/+l9D+LVt/9gNMH5Q==,2022-05-01 00:00:00.000 +0200,2022-05-21,12.12,12.12,0,0,0,1,0
Wua5DlzLb2yNeSrcG9Xi3g==,2022-05-01 00:00:00.000 +0200,2022-05-02,26.19,68.73,59.85,8.88,0,0,1
xiXTXOEbWU+HnGOUmgc9/w==,2022-05-01 00:00:00.000 +0200,2022-05-05,19.44,73.29,99.84,0,26.55,0,0
xnLJlU804PSS9tXKmm7gZQ==,2022-05-01 00:00:00.000 +0200,2022-05-01,15.3,96.06,26.61,69.45,0,0,0
xVwGwMaEG1yZydv5VIfEQA==,2022-05-01 00:00:00.000 +0200,2022-05-30,17.4,17.4,0,0,0,1,1
Y/nf8iBu/UCaNAuIRRjVwA==,2022-05-01 00:00:00.000 +0200,2022-05-14,15.33,15.33,20.43,0,5.10,0,0
Z7/6qvk8WKH3uR6IMYlCxw==,2022-05-01 00:00:00.000 +0200,2022-05-19,12.09,12.09,0,0,0,1,0
ZmjMhgyYl6o8iFq964FEWg==,2022-05-01 00:00:00.000 +0200,2022-05-28,27.0,27.0,56.70,0,29.70,0,0
zmZPan/KZoyrIR2r/SvLdA==,2022-05-01 00:00:00.000 +0200,2022-05-11,25.08,133.14,0,0,0,1,1
zSepnWFgLH0tQb1s4mxKZQ==,2022-05-01 00:00:00.000 +0200,2022-05-13,16.05,16.05,71.52,0,55.47,0,0
ZxxZ87IcpgSh4lQ/VSIjnA==,2022-05-01 00:00:00.000 +0200,2022-05-04,14.01,38.76,42.18,0,3.42,0,0
"06RPvlsFPCmM9ag+iSM/Ag==",2022-06-01 00:00:00.000 +0200,2022-06-08,14.16,29.07,28.32,0.75,0,0,0
"0A5RkQrm+GBgG7KSFk/xhw==",2022-06-01 00:00:00.000 +0200,2022-06-10,17.04,48.21,13.8,34.41,0,0,0
"1jx1AjqUwE9sbCyafQnUNQ==",2022-06-01 00:00:00.000 +0200,2022-06-20,21.33,56.13,0,0,0,1,0
"2FYEYdoJMUOtbJ6TruruWA==",2022-06-01 00:00:00.000 +0200,2022-06-28,22.47,22.47,30.33,0,7.86,0,0
"2Tm77AxZ7h7oCNKgCgMpnQ==",2022-06-01 00:00:00.000 +0200,2022-06-30,25.35,25.35,72.06,0,46.71,0,0
"3iITAz/ADjFv3PDTgTjxSg==",2022-06-01 00:00:00.000 +0200,2022-06-23,16.71,34.35,15.69,18.66,0,0,0
"3KHhqZr7/1n2+bTP13WuXA==",2022-06-01 00:00:00.000 +0200,2022-06-05,15.06,74.85,0,0,0,1,1
"3Whh6FLR1MSfsuHKVdCEYQ==",2022-06-01 00:00:00.000 +0200,2022-06-03,20.13,20.13,12.36,7.77,0,0,0
"3Xuq0acIoGEgw19qflIoog==",2022-06-01 00:00:00.000 +0200,2022-06-29,12.69,12.69,0,0,0,1,0
"4b7l8C489HEJirtoe7xtFg==",2022-06-01 00:00:00.000 +0200,2022-06-11,22.83,22.83,26.40,0,3.57,0,0
"4btLP2zvi8eBV0t08fdkKQ==",2022-06-01 00:00:00.000 +0200,2022-06-17,12.93,27.87,91.68,0,63.81,0,0
"4pssft0TgDfiQexjbe25lw==",2022-06-01 00:00:00.000 +0200,2022-06-02,14.76,14.76,0,0,0,1,0
"6We7zBO7mVbNxGEl/xPKVg==",2022-06-01 00:00:00.000 +0200,2022-06-21,28.95,28.95,22.74,6.21,0,0,0
"72brUr/DKItStlTen5pHYg==",2022-06-01 00:00:00.000 +0200,2022-06-07,17.76,86.91,19.92,66.99,0,0,0
"75lEf3nSWLSf6GncqhR9gQ==",2022-06-01 00:00:00.000 +0200,2022-06-01,27.24,86.85,58.26,28.59,0,0,0
"787jk0VnxM8/sv/0TkvO6A==",2022-06-01 00:00:00.000 +0200,2022-06-08,31.23,97.95,36.75,61.20,0,0,0
"7EPlnA7OQ9MhMx+od6FA9g==",2022-06-01 00:00:00.000 +0200,2022-06-02,12.39,12.39,51.18,0,38.79,0,1
"7ew71UmoMb73L41PM/YL/w==",2022-06-01 00:00:00.000 +0200,2022-06-23,15.96,34.11,32.10,2.01,0,0,0
"7GE5h/3N3lcro3K9T3aujw==",2022-06-01 00:00:00.000 +0200,2022-06-06,18.93,144.75,118.95,25.80,0,0,0
"7zbxKst2yi3pfdVI8iEChw==",2022-06-01 00:00:00.000 +0200,2022-06-22,13.05,13.05,23.31,0,10.26,0,1
"9IWUQ1iWPfYSSN2tWuVqMQ==",2022-06-01 00:00:00.000 +0200,2022-06-16,12.84,88.08,12.48,75.60,0,0,0
A1qVjssGQ+ZUWZu3Z5DzTA==,2022-06-01 00:00:00.000 +0200,2022-06-03,21.99,107.40,13.95,93.45,0,0,0
AN9at3LlvDamqXq8dvHD4w==,2022-06-01 00:00:00.000 +0200,2022-06-19,18.99,18.99,66.57,0,47.58,0,0
aQDvOXzsDAJWi3Y47ptRPg==,2022-06-01 00:00:00.000 +0200,2022-06-01,19.08,19.08,39.30,0,20.22,0,1
b3TBQFxyCxxypmPajF+jXw==,2022-06-01 00:00:00.000 +0200,2022-06-10,16.2,71.31,28.68,42.63,0,0,1
B4b6v6eUHvAVOeAQk6EEiw==,2022-06-01 00:00:00.000 +0200,2022-06-11,17.13,96.33,63.60,32.73,0,0,0
b6lW5fOrJiJUE7dwhEp9VQ==,2022-06-01 00:00:00.000 +0200,2022-06-08,24.24,41.07,94.11,0,53.04,0,0
Bcs3CbYx2EpbL9otxlEUmg==,2022-06-01 00:00:00.000 +0200,2022-06-05,14.91,31.38,30.72,0.66,0,0,0
BDvlXttM/hbupcLic+5ZWg==,2022-06-01 00:00:00.000 +0200,2022-06-03,15.6,46.53,12.93,33.60,0,0,1
BJlqmsfEshc/QjsD7VgEjg==,2022-06-01 00:00:00.000 +0200,2022-06-14,20.25,113.76,30.66,83.10,0,0,1
BTD3ZjLKfkT6ZRBT9zRwtg==,2022-06-01 00:00:00.000 +0200,2022-06-09,22.62,46.20,65.73,0,19.53,0,0
crKNTIblJ0113SKEtSJQHw==,2022-06-01 00:00:00.000 +0200,2022-06-07,29.97,29.97,93.99,0,64.02,0,0
DAMO0tILVRlXZhYONdvs0Q==,2022-06-01 00:00:00.000 +0200,2022-06-02,21.09,53.55,0,0,0,1,0
Dbff3x5cRk6/tUY3WQdzFQ==,2022-06-01 00:00:00.000 +0200,2022-06-24,32.37,32.37,31.2,1.17,0,0,0
DorDcyqBWMg5IEaflqn5Xw==,2022-06-01 00:00:00.000 +0200,2022-06-29,13.89,13.89,37.62,0,23.73,0,1
dp8g3Zsy2hCfov8GumRuWg==,2022-06-01 00:00:00.000 +0200,2022-06-27,13.89,13.89,0,0,0,1,1
dpfu6t8G4blqMn55KM8bSg==,2022-06-01 00:00:00.000 +0200,2022-06-06,17.64,17.64,33.15,0,15.51,0,0
DqezK7HAqZ+GovyRuzxD1A==,2022-06-01 00:00:00.000 +0200,2022-06-13,31.86,86.49,72.15,14.34,0,0,0
e/6IajqZ922YY1rh2ErMJQ==,2022-06-01 00:00:00.000 +0200,2022-06-21,15.15,33.51,0,0,0,1,0
eCd4MBHIR4qUWapg05TFLQ==,2022-06-01 00:00:00.000 +0200,2022-06-01,12.18,25.65,14.55,11.10,0,0,0
eoqO46DzxSrKA2rredUNyQ==,2022-06-01 00:00:00.000 +0200,2022-06-27,13.5,13.5,0,0,0,1,0
er3/fOrRpmyqiRaC0CaFcg==,2022-06-01 00:00:00.000 +0200,2022-06-11,18.93,103.71,47.22,56.49,0,0,0
F9Jtg6+0qPUKWDgBJxG8cA==,2022-06-01 00:00:00.000 +0200,2022-06-07,26.58,89.07,48.45,40.62,0,0,0
fDgyPW0yy0+9ietMvl0vmA==,2022-06-01 00:00:00.000 +0200,2022-06-02,19.98,19.98,0,0,0,1,0
GEAVJz1gd3SThbDZR01fcA==,2022-06-01 00:00:00.000 +0200,2022-06-13,12.15,36.06,48.30,0,12.24,0,0
geIiJ1L04w2qAE0qzQUb2g==,2022-06-01 00:00:00.000 +0200,2022-06-15,16.98,51.24,0,0,0,1,0
Ghk2iJmzSUW4qLsmJgwOcw==,2022-06-01 00:00:00.000 +0200,2022-06-05,14.94,82.80,67.29,15.51,0,0,0
gPRMy8HkmaiyX+13OxuP/A==,2022-06-01 00:00:00.000 +0200,2022-06-09,20.31,41.52,22.17,19.35,0,0,0
Grpkzd4XIHh+ZbTMNxnUGg==,2022-06-01 00:00:00.000 +0200,2022-06-02,14.49,14.49,41.88,0,27.39,0,1
GUNmu9bjwltT1/vYgzDEDQ==,2022-06-01 00:00:00.000 +0200,2022-06-12,13.56,13.56,0,0,0,1,1
H2Tik+BqoLgAQX4uSw/8vA==,2022-06-01 00:00:00.000 +0200,2022-06-02,34.8,51.21,12.09,39.12,0,0,0
Hamw6F2EZmJfI2glmE2NEg==,2022-06-01 00:00:00.000 +0200,2022-06-09,14.94,32.07,15.6,16.47,0,0,0
HjI8n/FVfaGZ4bIEwrZPGw==,2022-06-01 00:00:00.000 +0200,2022-06-19,17.61,31.80,0,0,0,1,1
HxWcXHURvvtOJkrXAcDxQg==,2022-06-01 00:00:00.000 +0200,2022-06-09,22.35,66.96,122.94,0,55.98,0,0
IdKyooyTjAbvCA7p+ujKCw==,2022-06-01 00:00:00.000 +0200,2022-06-03,31.08,103.14,153.54,0,50.40,0,0
iFFApiXZ2wPdS666BLpKZw==,2022-06-01 00:00:00.000 +0200,2022-06-01,14.4,34.89,49.92,0,15.03,0,0
ildaqkizLaFesmkjCvlzmQ==,2022-06-01 00:00:00.000 +0200,2022-06-10,19.02,54.54,0,0,0,1,0
J6WNl39fdxaY8ZtvV8wNkw==,2022-06-01 00:00:00.000 +0200,2022-06-18,17.88,41.85,24.99,16.86,0,0,1
JBV4ilPNTtWevrqq146kyg==,2022-06-01 00:00:00.000 +0200,2022-06-21,16.38,16.38,0,0,0,1,0
Jp0hnV9XOJGVV5jpFhlqgQ==,2022-06-01 00:00:00.000 +0200,2022-06-06,24.96,63.39,18.06,45.33,0,0,1
jVhb69DTRT5TSWYEiUrlbg==,2022-06-01 00:00:00.000 +0200,2022-06-16,19.08,66.45,54.27,12.18,0,0,0
K/6KHxREKTlFZXRfBNVNuQ==,2022-06-01 00:00:00.000 +0200,2022-06-29,14.64,14.64,13.26,1.38,0,0,0
Lug+Yg90jslWgHEN6dc+Ng==,2022-06-01 00:00:00.000 +0200,2022-06-30,18.66,18.66,82.23,0,63.57,0,0
LWAxWBdiFs/25YxI4ZGthA==,2022-06-01 00:00:00.000 +0200,2022-06-19,18.54,18.54,86.46,0,67.92,0,1
MRcEXu/KG95hsIyJM/816A==,2022-06-01 00:00:00.000 +0200,2022-06-08,23.4,23.4,37.98,0,14.58,0,0
nPrRQwP3UZo2KBlM2mJ8fg==,2022-06-01 00:00:00.000 +0200,2022-06-09,29.01,65.25,70.08,0,4.83,0,0
o55dseByUOl9s5IQCz1kuQ==,2022-06-01 00:00:00.000 +0200,2022-06-05,13.26,13.26,16.44,0,3.18,0,0
ojVPXYZw2oeGtcmG7LcLGA==,2022-06-01 00:00:00.000 +0200,2022-06-19,17.46,98.37,75.90,22.47,0,0,0
orbgZNBGuhZZx63HTAbyIw==,2022-06-01 00:00:00.000 +0200,2022-06-04,29.25,117.48,155.97,0,38.49,0,0
Ox0UcaMHdCuTLe5/JQrJMQ==,2022-06-01 00:00:00.000 +0200,2022-06-30,17.76,17.76,0,0,0,1,0
pLOCMIX+imLIzoDehgdOPA==,2022-06-01 00:00:00.000 +0200,2022-06-20,20.76,55.53,68.16,0,12.63,0,0
pz7LUOs9i7xgncmHVxQvOw==,2022-06-01 00:00:00.000 +0200,2022-06-09,30.42,89.61,39.6,50.01,0,0,0
qEF/fPDQLJPXIx6RiSIP1A==,2022-06-01 00:00:00.000 +0200,2022-06-27,15.6,32.04,21.84,10.20,0,0,0
qmZRB16NnnCdNHWUcSyVDQ==,2022-06-01 00:00:00.000 +0200,2022-06-02,21.12,52.83,0,0,0,1,0
QoHEss2e+b385deeX2p39Q==,2022-06-01 00:00:00.000 +0200,2022-06-06,22.68,41.04,0,0,0,1,0
qqYyR2vRI+7pgiuyTnVM+A==,2022-06-01 00:00:00.000 +0200,2022-06-01,14.58,36.84,40.17,0,3.33,0,0
q/Tz1C31XWaBUDrRn2ezDw==,2022-06-01 00:00:00.000 +0200,2022-06-08,21.87,72.48,17.64,54.84,0,0,0
QZBiEFECZAgVl5IkN9/cFw==,2022-06-01 00:00:00.000 +0200,2022-06-05,25.53,41.88,91.17,0,49.29,0,0
r9AjQVS2nstu5lpVmDlihA==,2022-06-01 00:00:00.000 +0200,2022-06-04,25.11,53.28,0,0,0,1,0
RQBsCvxlogTNUidSygqgcQ==,2022-06-01 00:00:00.000 +0200,2022-06-03,17.07,17.07,12.18,4.89,0,0,0
RsmjZqhi61Kd7U5ihaXhDw==,2022-06-01 00:00:00.000 +0200,2022-06-01,12.9,68.58,0,0,0,1,1
rw8yxS9+t5PvgINa7EhMvQ==,2022-06-01 00:00:00.000 +0200,2022-06-01,12.12,49.92,0,0,0,1,0
RwtKwrRSrVpyAMRaDyhr8g==,2022-06-01 00:00:00.000 +0200,2022-06-07,16.74,63.78,24.06,39.72,0,0,1
S+4OKFlwA3L8VcjOt8TurA==,2022-06-01 00:00:00.000 +0200,2022-06-04,29.16,29.16,15.24,13.92,0,0,0
sCKPcG1GIuOo593nRuu1Cw==,2022-06-01 00:00:00.000 +0200,2022-06-01,17.61,61.11,0,0,0,1,1
ShEJVi+TtuQlvdw2uetd/Q==,2022-06-01 00:00:00.000 +0200,2022-06-05,18.06,32.13,27.87,4.26,0,0,1
SyWxmJ+Ha8K2C9UJt8blVA==,2022-06-01 00:00:00.000 +0200,2022-06-03,17.73,63.45,16.8,46.65,0,0,1
to3TWHIKMGoINAlfTdWn+w==,2022-06-01 00:00:00.000 +0200,2022-06-09,18.0,35.34,0,0,0,1,0
T+RA0/fgzbUBLF89D4AEDA==,2022-06-01 00:00:00.000 +0200,2022-06-12,16.23,31.44,45.48,0,14.04,0,0
TWDA+aUZ8OPMHOtz5cPPXA==,2022-06-01 00:00:00.000 +0200,2022-06-05,14.07,14.07,27.42,0,13.35,0,1
Uen3Ap0lnrgWVWJtFCSo7g==,2022-06-01 00:00:00.000 +0200,2022-06-08,23.16,55.23,47.88,7.35,0,0,0
urYfKANRgMuaQO9lQnBgnQ==,2022-06-01 00:00:00.000 +0200,2022-06-15,13.26,13.26,12.66,0.60,0,0,0
V7J42heW8l19wiBJ8UpRyw==,2022-06-01 00:00:00.000 +0200,2022-06-05,18.54,31.95,42.72,0,10.77,0,0
v9uJC6CIm0KR00+LpWQUBg==,2022-06-01 00:00:00.000 +0200,2022-06-29,15.96,30.87,0,0,0,1,0
Veep00i4vvZbTAVD6GMoiA==,2022-06-01 00:00:00.000 +0200,2022-06-15,19.77,36.78,48.33,0,11.55,0,0
W6fRYNhsTNHQkvkoFEUaVQ==,2022-06-01 00:00:00.000 +0200,2022-06-19,20.22,55.02,95.91,0,40.89,0,0
WDsSR+yQGqoMMBfCxqkZlw==,2022-06-01 00:00:00.000 +0200,2022-06-13,18.54,91.05,49.05,42.00,0,0,0
wDXJbTe2RLmAMKsPm5zZDg==,2022-06-01 00:00:00.000 +0200,2022-06-01,16.86,204.48,74.01,130.47,0,0,0
Wi8qtp9drPDZD0laCPi2Ng==,2022-06-01 00:00:00.000 +0200,2022-06-07,14.04,14.04,12.99,1.05,0,0,1
wjWDL/+l9D+LVt/9gNMH5Q==,2022-06-01 00:00:00.000 +0200,2022-06-09,13.08,13.08,12.12,0.96,0,0,0
WSQTlRZJRg4Rb+rqe56nJg==,2022-06-01 00:00:00.000 +0200,2022-06-20,14.7,14.7,0,0,0,1,0
xiXTXOEbWU+HnGOUmgc9/w==,2022-06-01 00:00:00.000 +0200,2022-06-20,15.06,15.06,73.29,0,58.23,0,0
xnLJlU804PSS9tXKmm7gZQ==,2022-06-01 00:00:00.000 +0200,2022-06-12,19.11,35.88,96.06,0,60.18,0,0
xt/PY4N2zkZQgtlZ9Cg82w==,2022-06-01 00:00:00.000 +0200,2022-06-12,16.59,67.71,0,0,0,1,0
Y/nf8iBu/UCaNAuIRRjVwA==,2022-06-01 00:00:00.000 +0200,2022-06-13,41.13,41.13,15.33,25.80,0,0,0
Z7/6qvk8WKH3uR6IMYlCxw==,2022-06-01 00:00:00.000 +0200,2022-06-15,14.43,14.43,12.09,2.34,0,0,0
ZgTMXDOYCQOiAw4VI8H7AA==,2022-06-01 00:00:00.000 +0200,2022-06-21,14.55,14.55,0,0,0,1,0
ZmjMhgyYl6o8iFq964FEWg==,2022-06-01 00:00:00.000 +0200,2022-06-07,20.01,68.58,27.0,41.58,0,0,0
zSepnWFgLH0tQb1s4mxKZQ==,2022-06-01 00:00:00.000 +0200,2022-06-02,25.56,25.56,16.05,9.51,0,0,0
ZU1vF9G4TjB+iEZ001MU3g==,2022-06-01 00:00:00.000 +0200,2022-06-25,17.22,17.22,0,0,0,1,0
ZxxZ87IcpgSh4lQ/VSIjnA==,2022-06-01 00:00:00.000 +0200,2022-06-09,19.26,71.97,38.76,33.21,0,0,0
"06RPvlsFPCmM9ag+iSM/Ag==",2022-07-01 00:00:00.000 +0200,2022-07-18,25.23,25.23,29.07,0,3.84,0,0
"0A5RkQrm+GBgG7KSFk/xhw==",2022-07-01 00:00:00.000 +0200,2022-07-08,14.1,52.77,48.21,4.56,0,0,0
"14RMzQMoG017OLkaDBFjng==",2022-07-01 00:00:00.000 +0200,2022-07-08,14.43,14.43,0,0,0,1,1
"1jx1AjqUwE9sbCyafQnUNQ==",2022-07-01 00:00:00.000 +0200,2022-07-06,16.29,16.29,56.13,0,39.84,0,0
"2FYEYdoJMUOtbJ6TruruWA==",2022-07-01 00:00:00.000 +0200,2022-07-25,24.84,24.84,22.47,2.37,0,0,0
"2Tm77AxZ7h7oCNKgCgMpnQ==",2022-07-01 00:00:00.000 +0200,2022-07-02,23.79,38.10,25.35,12.75,0,0,1
"3iITAz/ADjFv3PDTgTjxSg==",2022-07-01 00:00:00.000 +0200,2022-07-02,14.01,50.58,34.35,16.23,0,0,0
"3rCdNEPkh3vwmYB0BVadEw==",2022-07-01 00:00:00.000 +0200,2022-07-03,21.87,21.87,22.86,0,0.99,0,0
"3Whh6FLR1MSfsuHKVdCEYQ==",2022-07-01 00:00:00.000 +0200,2022-07-06,15.78,15.78,20.13,0,4.35,0,0
"3Xuq0acIoGEgw19qflIoog==",2022-07-01 00:00:00.000 +0200,2022-07-02,14.52,41.73,12.69,29.04,0,0,0
"4b7l8C489HEJirtoe7xtFg==",2022-07-01 00:00:00.000 +0200,2022-07-02,14.64,89.28,22.83,66.45,0,0,0
"4btLP2zvi8eBV0t08fdkKQ==",2022-07-01 00:00:00.000 +0200,2022-07-06,23.91,40.71,27.87,12.84,0,0,0
"4oH5e29koOH9zNYW8Kwcsg==",2022-07-01 00:00:00.000 +0200,2022-07-06,18.06,18.06,12.99,5.07,0,0,0
"4pssft0TgDfiQexjbe25lw==",2022-07-01 00:00:00.000 +0200,2022-07-09,14.43,14.43,14.76,0,0.33,0,0
"5a/eDajN+4bJdigfI5TWoQ==",2022-07-01 00:00:00.000 +0200,2022-07-04,12.87,12.87,0,0,0,1,1
"6We7zBO7mVbNxGEl/xPKVg==",2022-07-01 00:00:00.000 +0200,2022-07-02,28.74,118.83,28.95,89.88,0,0,0
"72brUr/DKItStlTen5pHYg==",2022-07-01 00:00:00.000 +0200,2022-07-10,19.11,37.11,86.91,0,49.80,0,0
"75lEf3nSWLSf6GncqhR9gQ==",2022-07-01 00:00:00.000 +0200,2022-07-09,18.75,49.23,86.85,0,37.62,0,1
"787jk0VnxM8/sv/0TkvO6A==",2022-07-01 00:00:00.000 +0200,2022-07-17,21.48,21.48,97.95,0,76.47,0,0
"7BqUeLmbiug63XrWs2+ZQQ==",2022-07-01 00:00:00.000 +0200,2022-07-02,14.67,61.41,0,0,0,1,0
"7ew71UmoMb73L41PM/YL/w==",2022-07-01 00:00:00.000 +0200,2022-07-26,24.66,40.23,34.11,6.12,0,0,0
"7GE5h/3N3lcro3K9T3aujw==",2022-07-01 00:00:00.000 +0200,2022-07-05,19.05,89.04,144.75,0,55.71,0,0
"7SeM1pmnTTTXfhI+x3ldng==",2022-07-01 00:00:00.000 +0200,2022-07-11,28.2,82.32,62.61,19.71,0,0,0
"7vnYIRqjBNlAyBbtPg02tQ==",2022-07-01 00:00:00.000 +0200,2022-07-09,12.63,31.59,0,0,0,1,0
"7zai/c69uF/NhB95HgKuYw==",2022-07-01 00:00:00.000 +0200,2022-07-02,12.45,62.25,0,0,0,1,0
"8ncYOMYXeKDelzX40EnuLA==",2022-07-01 00:00:00.000 +0200,2022-07-03,25.08,86.94,0,0,0,1,0
"9IWUQ1iWPfYSSN2tWuVqMQ==",2022-07-01 00:00:00.000 +0200,2022-07-02,30.99,120.75,88.08,32.67,0,0,0
A1qVjssGQ+ZUWZu3Z5DzTA==,2022-07-01 00:00:00.000 +0200,2022-07-19,17.61,64.44,107.40,0,42.96,0,0
An7gG7hfETivAjfokQv3Ww==,2022-07-01 00:00:00.000 +0200,2022-07-27,14.19,45.03,0,0,0,1,0
AN9at3LlvDamqXq8dvHD4w==,2022-07-01 00:00:00.000 +0200,2022-07-07,13.71,13.71,18.99,0,5.28,0,0
B4b6v6eUHvAVOeAQk6EEiw==,2022-07-01 00:00:00.000 +0200,2022-07-21,20.79,20.79,96.33,0,75.54,0,0
b6lW5fOrJiJUE7dwhEp9VQ==,2022-07-01 00:00:00.000 +0200,2022-07-16,15.21,15.21,41.07,0,25.86,0,0
B7ziVc7jLVg/+snNIp3hLQ==,2022-07-01 00:00:00.000 +0200,2022-07-02,13.71,13.71,0,0,0,1,1
Bcs3CbYx2EpbL9otxlEUmg==,2022-07-01 00:00:00.000 +0200,2022-07-09,30.9,106.59,31.38,75.21,0,0,0
BH4aptg763J0WNnw0OS9hw==,2022-07-01 00:00:00.000 +0200,2022-07-14,15.21,15.21,0,0,0,1,1
BTD3ZjLKfkT6ZRBT9zRwtg==,2022-07-01 00:00:00.000 +0200,2022-07-18,12.9,12.9,46.20,0,33.30,0,0
C6w5XTf8lIfc+VFmC7/bVw==,2022-07-01 00:00:00.000 +0200,2022-07-21,14.25,14.25,0,0,0,1,1
cOCixiBbcAHemYgbNdoTcw==,2022-07-01 00:00:00.000 +0200,2022-07-07,22.14,68.04,0,0,0,1,1
crKNTIblJ0113SKEtSJQHw==,2022-07-01 00:00:00.000 +0200,2022-07-02,30.87,107.25,29.97,77.28,0,0,0
DAMO0tILVRlXZhYONdvs0Q==,2022-07-01 00:00:00.000 +0200,2022-07-26,20.58,53.31,53.55,0,0.24,0,0
Dbff3x5cRk6/tUY3WQdzFQ==,2022-07-01 00:00:00.000 +0200,2022-07-04,19.86,100.83,32.37,68.46,0,0,0
dpfu6t8G4blqMn55KM8bSg==,2022-07-01 00:00:00.000 +0200,2022-07-16,12.03,12.03,17.64,0,5.61,0,0
dQAFHVkiiCKfawYALbHZeA==,2022-07-01 00:00:00.000 +0200,2022-07-15,16.38,16.38,0,0,0,1,0
DqezK7HAqZ+GovyRuzxD1A==,2022-07-01 00:00:00.000 +0200,2022-07-07,13.74,120.51,86.49,34.02,0,0,1
dUXVADLWvf2uvh+Q6TNrMw==,2022-07-01 00:00:00.000 +0200,2022-07-06,12.15,12.15,0,0,0,1,1
e/6IajqZ922YY1rh2ErMJQ==,2022-07-01 00:00:00.000 +0200,2022-07-12,14.37,148.98,33.51,115.47,0,0,0
eCd4MBHIR4qUWapg05TFLQ==,2022-07-01 00:00:00.000 +0200,2022-07-04,13.74,31.86,25.65,6.21,0,0,0
eLWkkjmSeHVGjb9tp+CJpQ==,2022-07-01 00:00:00.000 +0200,2022-07-15,22.5,22.5,0,0,0,1,0
eoqO46DzxSrKA2rredUNyQ==,2022-07-01 00:00:00.000 +0200,2022-07-16,28.17,60.72,13.5,47.22,0,0,0
er3/fOrRpmyqiRaC0CaFcg==,2022-07-01 00:00:00.000 +0200,2022-07-07,22.11,39.87,103.71,0,63.84,0,0
F03P4YcFbbtcWUlujjIQmQ==,2022-07-01 00:00:00.000 +0200,2022-07-22,14.97,33.24,0,0,0,1,0
F9Jtg6+0qPUKWDgBJxG8cA==,2022-07-01 00:00:00.000 +0200,2022-07-05,31.59,31.59,89.07,0,57.48,0,0
fDgyPW0yy0+9ietMvl0vmA==,2022-07-01 00:00:00.000 +0200,2022-07-10,15.06,32.94,19.98,12.96,0,0,0
Fqu+/F0rn1G4YP3f3yHA1Q==,2022-07-01 00:00:00.000 +0200,2022-07-03,24.03,36.66,20.73,15.93,0,0,1
fuL+cD0zV6Gn4ypTYmXUgw==,2022-07-01 00:00:00.000 +0200,2022-07-24,12.57,57.39,0,0,0,1,0
fvYhEtD56gROaXqCi9/z/Q==,2022-07-01 00:00:00.000 +0200,2022-07-07,13.02,72.57,0,0,0,1,0
G9053rs6jbKItKUhrUdLew==,2022-07-01 00:00:00.000 +0200,2022-07-27,47.01,47.01,0,0,0,1,0
GEAVJz1gd3SThbDZR01fcA==,2022-07-01 00:00:00.000 +0200,2022-07-04,27.42,75.36,36.06,39.30,0,0,1
geIiJ1L04w2qAE0qzQUb2g==,2022-07-01 00:00:00.000 +0200,2022-07-04,17.73,107.07,51.24,55.83,0,0,0
Ghk2iJmzSUW4qLsmJgwOcw==,2022-07-01 00:00:00.000 +0200,2022-07-08,21.03,45.96,82.80,0,36.84,0,0
